_id,Station ID,AQI index,Location,Station name,Url,Dominent pollutant,CO,Dew,Humidity,NO2,O3,Pressure,PM10,PM2.5,SO2,Temperature,Wind,Data Time S,Data Time Tz,Status,Alert level
1,8767,102.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,,83.00,-,-,1009,"",102.00,-,27.00,3.60,2021-01-21T19:00:00,+07:00,Unhealthy for sensitive groups,3
2,8688,221.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,,77.00,-,-,1015,"",-,-,18.00,1.50,2021-01-21T20:00:00,+07:00,Very unhealthy,5
3,8641,281.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.30,,77.00,8.70,0.90,1015,"",281.00,2.10,18.00,1.50,2021-01-21T20:00:00,+07:00,Very unhealthy,5
4,13012,36.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,3.00,,60.20,6.00,9.00,923.70,29.00,36.00,1.00,24.30,1.00,2021-01-21T20:00:00,+07:00,Good,1
5,12488,68.00,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm25,2.00,,88.00,-,-,1015,52.00,68.00,-,21.00,1.00,2021-01-21T19:00:00,+07:00,Moderate,2
6,13251,217.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.00,,77.00,65.00,1.00,1015,194.00,217.00,2.00,18.00,1.50,2021-01-21T19:00:00,+07:00,Very unhealthy,5
7,12976,195.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,8.00,,77.00,17.00,23.00,1015,119.00,195.00,3.00,18.00,1.50,2021-01-21T20:00:00,+07:00,Unhealthy,4
8,13250,168.00,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,37.00,,70.30,2.00,1.00,1003.200000000000045474735088646411895751953125,65.00,168.00,17.00,18.50,1.00,2021-01-21T20:00:00,+07:00,Unhealthy,4
9,5507,48.00,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,,95.70,11.00,39.00,1001,25.00,48.00,-,17.00,2.00,2021-01-21T19:00:00,+07:00,Good,1
10,11778,18.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,5.00,,97.50,5.00,-,1002,12.00,18.00,3.00,15.40,1.00,2021-01-21T05:00:00,+07:00,Good,1
11,12958,251.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,7.00,,77.00,52.00,2.00,1015,155.00,251.00,6.00,18.00,1.50,2021-01-21T20:00:00,+07:00,Very unhealthy,5
12,12957,315.00,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,7.00,,77.00,48.00,-,1015,205.00,315.00,12.00,18.00,1.50,2021-01-21T20:00:00,+07:00,Hazardous,6
13,13015,224.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,61.00,,79.50,80.00,-,1015.5,185.00,224.00,-,18.00,1.20,2021-01-21T19:00:00,+07:00,Very unhealthy,5
14,13018,177.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,20.00,,79.50,42.00,-,1015.5,112.00,177.00,-,18.00,1.20,2021-01-21T19:00:00,+07:00,Unhealthy,4
15,13019,179.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,14.00,,79.50,47.00,-,1015.5,122.00,179.00,-,18.00,1.20,2021-01-21T19:00:00,+07:00,Unhealthy,4
16,13026,214.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,19.00,,77.00,36.00,1.00,1015,149.00,214.00,1.00,18.00,1.20,2021-01-21T19:00:00,+07:00,Very unhealthy,5
17,1584,"","16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,"",3.00,,88.00,1.00,35.00,1014,-,-,5.00,21.00,4.60,2021-01-21T19:00:00,+07:00,Good,1
18,1585,"","12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,"",7.00,,83.00,13.00,13.00,1013,-,-,3.00,23.00,5.10,2021-01-21T20:00:00,+07:00,Good,1
19,13017,213.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,31.00,,79.50,34.00,-,1015.5,175.00,213.00,-,18.00,1.20,2021-01-21T19:00:00,+07:00,Very unhealthy,5
20,13020,166.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,13.00,,79.50,33.00,-,1015.5,105.00,166.00,-,18.00,1.20,2021-01-21T19:00:00,+07:00,Unhealthy,4
21,13013,221.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,38.00,,79.50,31.00,-,1015.5,177.00,221.00,-,18.00,1.20,2021-01-21T19:00:00,+07:00,Very unhealthy,5
22,13014,191.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,17.00,,82.00,-,-,1016,130.00,191.00,-,18.00,1.00,2021-01-21T20:00:00,+07:00,Unhealthy,4
23,13252,213.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm25,-,,77.80,-,1.00,986.30,204.00,213.00,2.00,17.20,2.00,2021-01-21T21:00:00,+07:00,Very unhealthy,5
24,8767,122.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,,56.50,-,-,1008.5,"",122.00,-,30.50,2.50,2021-01-22T13:00:00,+07:00,Unhealthy for sensitive groups,3
25,8688,192.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,,53.00,-,-,1015,"",-,-,22.00,2.00,2021-01-22T13:00:00,+07:00,Unhealthy,4
26,8641,189.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,,51.00,8.70,4.90,1014.5,"",189.00,3.10,22.50,2.30,2021-01-22T13:00:00,+07:00,Unhealthy,4
27,13012,18.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm10,4.00,,64.30,13.00,20.00,926.20,18.00,17.00,1.00,23.00,2.00,2021-01-22T13:00:00,+07:00,Good,1
28,12488,-,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,"",2.00,,93.00,-,-,1015.5,52.00,68.00,-,20.00,3.30,2021-01-22T13:00:00,+07:00,No data,0
29,13251,189.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.00,,58.00,42.00,1.00,1016,156.00,189.00,2.00,22.00,2.00,2021-01-22T12:00:00,+07:00,Unhealthy,4
30,12976,164.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,5.00,,53.00,14.00,23.00,1015,88.00,164.00,17.00,22.00,2.00,2021-01-22T13:00:00,+07:00,Unhealthy,4
31,13250,131.00,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,38.00,,93.20,3.00,1.00,1007.1000000000000227373675443232059478759765625,24.00,131.00,22.00,16.70,1.00,2021-01-22T13:00:00,+07:00,Unhealthy for sensitive groups,3
32,5507,49.00,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,,86.20,14.00,38.00,1001.299999999999954525264911353588104248046875,26.00,49.00,-,21.30,1.00,2021-01-22T13:00:00,+07:00,Good,1
33,11778,38.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,6.00,,86.20,14.00,-,1001.299999999999954525264911353588104248046875,24.00,38.00,24.00,21.30,1.00,2021-01-22T12:00:00,+07:00,Good,1
34,12958,235.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,5.00,,53.00,25.00,30.00,1015,138.00,235.00,19.00,22.00,2.00,2021-01-22T13:00:00,+07:00,Very unhealthy,5
35,12957,252.00,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,2.00,,53.00,15.00,-,1015,157.00,252.00,15.00,22.00,2.00,2021-01-22T13:00:00,+07:00,Very unhealthy,5
36,13015,191.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,48.00,,58.00,47.00,-,1016,157.00,191.00,-,22.00,2.00,2021-01-22T12:00:00,+07:00,Unhealthy,4
37,13018,161.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,9.00,,53.00,31.00,-,1015,90.00,161.00,-,22.00,2.00,2021-01-22T12:00:00,+07:00,Unhealthy,4
38,13019,164.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,7.00,,58.00,30.00,-,1016,114.00,164.00,-,22.00,2.00,2021-01-22T12:00:00,+07:00,Unhealthy,4
39,13026,183.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,9.00,,58.00,20.00,2.00,1016,126.00,183.00,1.00,22.00,2.00,2021-01-22T12:00:00,+07:00,Unhealthy,4
40,1584,"","16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,"",2.00,,78.00,1.00,33.00,1012.5,-,-,6.00,22.50,7.90,2021-01-22T13:00:00,+07:00,Good,1
41,1585,"","12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,"",2.00,,65.00,4.00,24.00,1011,-,-,3.00,27.00,6.60,2021-01-22T13:00:00,+07:00,Good,1
42,13017,186.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,14.00,,58.00,25.00,-,1016,151.00,186.00,-,22.00,2.00,2021-01-22T12:00:00,+07:00,Unhealthy,4
43,13020,158.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,7.00,,53.00,20.00,-,1015,94.00,158.00,-,22.00,2.00,2021-01-22T12:00:00,+07:00,Unhealthy,4
44,13013,188.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,17.00,,53.00,37.00,-,1015,152.00,188.00,-,22.00,2.00,2021-01-22T12:00:00,+07:00,Unhealthy,4
45,13014,159.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,9.00,,58.00,-,-,1016,95.00,159.00,-,22.00,2.00,2021-01-22T12:00:00,+07:00,Unhealthy,4
46,13252,212.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,,83.60,-,1.00,989.40,212.00,208.00,2.00,17.10,1.00,2021-01-22T13:00:00,+07:00,Very unhealthy,5
47,8767,114.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,,49.00,-,-,1007,"",114.00,-,32.00,1.50,2021-01-23T15:00:00,+07:00,Unhealthy for sensitive groups,3
48,8688,180.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,,49.00,-,-,1013,"",-,-,23.00,3.00,2021-01-23T14:00:00,+07:00,Unhealthy,4
49,8641,189.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.20,,49.00,8.70,3.70,1013,"",189.00,4.60,23.00,3.00,2021-01-23T13:00:00,+07:00,Unhealthy,4
50,13012,26.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,4.00,,62.10,12.00,20.00,924.20,25.00,26.00,1.00,25.80,2.00,2021-01-23T15:00:00,+07:00,Good,1
51,12488,-,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,"",2.00,,70.50,-,-,1013.5,52.00,68.00,-,22.50,4.10,2021-01-23T15:00:00,+07:00,No data,0
52,13251,169.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,11.00,,49.00,28.00,2.00,1013.5,123.00,169.00,2.00,23.00,3.30,2021-01-23T13:00:00,+07:00,Unhealthy,4
53,12976,176.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,9.00,,68.00,16.00,24.00,1017,102.00,176.00,4.00,19.00,0.50,2021-01-23T11:00:00,+07:00,Unhealthy,4
54,13250,151.00,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,40.00,,73.10,2.00,1.00,1002.200000000000045474735088646411895751953125,55.00,151.00,150.00,20.90,2.00,2021-01-23T15:00:00,+07:00,Unhealthy,4
55,5507,65.00,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,,81.30,9.00,61.00,1000.3999999999999772626324556767940521240234375,34.00,65.00,-,23.70,2.00,2021-01-23T15:00:00,+07:00,Moderate,2
56,11778,51.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,7.00,,81.30,8.00,-,1000.3999999999999772626324556767940521240234375,29.00,51.00,14.00,23.70,2.00,2021-01-23T14:00:00,+07:00,Moderate,2
57,12958,226.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,6.00,,49.00,20.00,41.00,1012,136.00,226.00,6.00,23.00,3.00,2021-01-23T15:00:00,+07:00,Very unhealthy,5
58,12957,214.00,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,1.00,,49.00,13.00,-,1012,128.00,214.00,16.00,23.00,3.00,2021-01-23T15:00:00,+07:00,Very unhealthy,5
59,13015,170.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,40.00,,49.00,37.00,-,1013,130.00,170.00,-,23.00,3.00,2021-01-23T13:00:00,+07:00,Unhealthy,4
60,13018,149.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,7.00,,49.00,33.00,-,1013.5,81.00,149.00,-,23.00,3.30,2021-01-23T13:00:00,+07:00,Unhealthy for sensitive groups,3
61,13019,157.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,9.00,,49.00,35.00,-,1013,92.00,157.00,-,23.00,3.00,2021-01-23T13:00:00,+07:00,Unhealthy,4
62,13026,160.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,10.00,,49.00,23.00,4.00,1013.5,106.00,160.00,1.00,23.00,3.30,2021-01-23T13:00:00,+07:00,Unhealthy,4
63,1584,-,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,"",3.00,,68.50,1.00,45.00,1012,-,-,6.00,23.50,5.40,2021-01-23T15:00:00,+07:00,No data,0
64,1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,"",2.00,,69.00,2.00,32.00,1011,-,-,3.00,26.00,9.20,2021-01-23T15:00:00,+07:00,No data,0
65,13017,167.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,13.00,,49.00,20.00,-,1013,123.00,167.00,-,23.00,3.00,2021-01-23T13:00:00,+07:00,Unhealthy,4
66,13020,151.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,12.00,,49.00,23.00,-,1013,83.00,151.00,-,23.00,3.00,2021-01-23T13:00:00,+07:00,Unhealthy,4
67,13013,168.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,11.00,,49.00,31.00,-,1013.5,121.00,168.00,-,23.00,3.30,2021-01-23T13:00:00,+07:00,Unhealthy,4
68,13014,155.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,11.00,,49.00,-,-,1013,89.00,155.00,-,23.00,3.00,2021-01-23T13:00:00,+07:00,Unhealthy,4
69,13252,340.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,,68.90,-,1.00,985.90,340.00,194.00,2.00,18.00,1.00,2021-01-23T15:00:00,+07:00,Hazardous,6
70,8767,80.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,,74.00,-,-,1009,"",80.00,-,27.00,4.10,2021-01-25T19:00:00,+07:00,Moderate,2
71,8688,161.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,,77.00,-,-,1015,"",-,-,21.00,3.00,2021-01-25T19:00:00,+07:00,Unhealthy,4
72,8641,139.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.20,,77.00,12.80,0.90,1015,"",139.00,1.60,21.00,3.00,2021-01-25T19:00:00,+07:00,Unhealthy for sensitive groups,3
73,13012,70.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,6.00,,43.40,17.00,22.00,923.40,53.00,70.00,2.00,29.00,2.00,2021-01-25T19:00:00,+07:00,Moderate,2
74,12488,29.00,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm25,1.00,,88.00,-,-,1014.5,24.00,29.00,-,22.00,2.80,2021-01-25T15:00:00,+07:00,Good,1
75,13251,147.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,23.00,,77.00,23.00,1.00,1015,95.00,147.00,2.00,21.00,3.80,2021-01-25T18:00:00,+07:00,Unhealthy for sensitive groups,3
76,12976,176.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,9.00,,68.00,16.00,24.00,1017,102.00,176.00,4.00,19.00,0.50,2021-01-23T11:00:00,+07:00,Unhealthy,4
77,13250,127.00,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,36.00,,61.80,2.00,1.00,1001.1000000000000227373675443232059478759765625,56.00,127.00,23.00,24.50,1.00,2021-01-25T19:00:00,+07:00,Unhealthy for sensitive groups,3
78,5507,32.00,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,,95.70,18.00,16.00,1002,17.00,32.00,-,19.80,1.00,2021-01-25T19:00:00,+07:00,Good,1
79,11778,11.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,5.00,,95.70,29.00,-,1002,7.00,11.00,7.00,19.80,1.00,2021-01-25T18:00:00,+07:00,Good,1
80,12958,137.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,5.00,,77.00,46.00,3.00,1015,91.00,137.00,3.00,21.00,3.00,2021-01-25T19:00:00,+07:00,Unhealthy for sensitive groups,3
81,12957,116.00,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,4.00,,77.00,17.00,-,1015,66.00,116.00,5.00,21.00,3.80,2021-01-25T19:00:00,+07:00,Unhealthy for sensitive groups,3
82,13015,150.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,51.00,,77.00,48.00,-,1015,102.00,150.00,-,21.00,3.80,2021-01-25T18:00:00,+07:00,Unhealthy for sensitive groups,3
83,13018,106.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,5.00,,77.00,11.00,-,1015,66.00,106.00,-,21.00,3.80,2021-01-25T18:00:00,+07:00,Unhealthy for sensitive groups,3
84,13019,132.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,13.00,,77.00,26.00,-,1015,77.00,132.00,-,21.00,3.80,2021-01-25T18:00:00,+07:00,Unhealthy for sensitive groups,3
85,13026,145.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,6.00,,77.00,15.00,2.00,1015,84.00,145.00,1.00,21.00,3.80,2021-01-25T18:00:00,+07:00,Unhealthy for sensitive groups,3
86,1584,-,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,"",9.00,,78.00,1.00,18.00,1014,-,-,6.00,23.00,1.50,2021-01-25T19:00:00,+07:00,No data,0
87,1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,"",2.00,,73.00,3.00,31.00,1013,-,-,3.00,24.00,5.10,2021-01-25T19:00:00,+07:00,No data,0
88,13017,146.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,15.00,,77.00,24.00,-,1015,102.00,146.00,-,21.00,3.00,2021-01-25T18:00:00,+07:00,Unhealthy for sensitive groups,3
89,13020,108.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,9.00,,77.00,10.00,-,1015,61.00,108.00,-,21.00,3.80,2021-01-25T18:00:00,+07:00,Unhealthy for sensitive groups,3
90,13013,151.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,17.00,,77.00,23.00,-,1015,104.00,151.00,-,21.00,3.80,2021-01-25T18:00:00,+07:00,Unhealthy,4
