_id,Station ID,AQI index,Location,Station name,Url,Dominent pollutant,CO,Dew,Humidity,NO2,O3,Pressure,PM10,PM2.5,SO2,Temperature,Wind,Data Time S,Data Time Tz,Status,Alert level
405,13018,49.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,5.00,12.50,62.00,9.00,-,1021.5,28.00,49.00,-,20.00,4.10,2021-02-17T09:00:00,+07:00,Good,1
406,13019,45.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,8.00,12.50,62.00,31.00,-,1021.5,33.00,45.00,-,20.00,4.10,2021-02-17T09:00:00,+07:00,Good,1
407,13026,78.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,6.00,12.50,62.00,20.00,2.00,1021.5,49.00,78.00,1.00,20.00,4.10,2021-02-17T09:00:00,+07:00,Moderate,2
408,1584,-,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,"",1.00,17.50,57.00,1.00,33.00,1017.5,-,-,6.00,26.50,2.50,2021-02-17T12:00:00,+07:00,No data,0
409,1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,"",2.00,17.00,48.00,2.00,33.00,1016,-,-,4.00,29.00,8.70,2021-02-17T12:00:00,+07:00,No data,0
410,13017,83.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,14.00,12.50,62.00,17.00,-,1021.5,66.00,83.00,-,20.00,4.10,2021-02-17T09:00:00,+07:00,Moderate,2
411,13020,44.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,6.00,12.50,62.00,8.00,-,1021.5,28.00,44.00,-,20.00,4.10,2021-02-17T09:00:00,+07:00,Good,1
412,13013,81.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,16.00,12.50,62.00,23.00,-,1021.5,65.00,81.00,-,20.00,4.10,2021-02-17T09:00:00,+07:00,Moderate,2
413,13014,49.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,8.00,12.50,62.00,-,-,1021.5,31.00,49.00,-,20.00,4.10,2021-02-17T09:00:00,+07:00,Good,1
414,13252,51.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,8.90,51.30,-,4.00,994.30,51.00,36.00,-,19.20,5.00,2021-02-17T13:00:00,+07:00,Moderate,2
415,8767,93.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,16.50,42.50,-,-,1013,-,93.00,-,30.50,1.00,2021-02-18T13:00:00,+07:00,Moderate,2
416,8688,92.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,12.00,53.00,-,-,1024,-,-,-,22.00,2.00,2021-02-18T13:00:00,+07:00,Moderate,2
417,8641,154.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,12.00,53.00,4.60,10.20,1023.5,-,154.00,6.10,22.00,2.30,2021-02-18T13:00:00,+07:00,Unhealthy,4
418,13012,33.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,1.00,11.10,45.70,1.00,40.00,929.80,27.00,33.00,1.00,23.50,8.00,2021-02-18T13:00:00,+07:00,Good,1
419,12488,64.00,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm10,1.00,18.50,67.00,-,-,1021.5,64.00,39.00,-,25.00,7.40,2021-02-18T14:00:00,+07:00,Moderate,2
420,13251,112.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,7.00,13.00,60.00,31.00,2.00,1024.5,77.00,112.00,2.00,21.00,2.80,2021-02-18T12:00:00,+07:00,Unhealthy for sensitive groups,3
421,12976,83.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,3.00,12.00,53.00,8.00,24.00,1024,51.00,83.00,4.00,22.00,2.00,2021-02-18T13:00:00,+07:00,Moderate,2
422,13250,192.00,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,32.00,15.40,78.60,2.00,2.00,1012.799999999999954525264911353588104248046875,87.00,192.00,44.00,19.20,2.00,2021-02-18T14:00:00,+07:00,Unhealthy,4
423,5507,24.00,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,17.60,63.10,-,63.00,1009.799999999999954525264911353588104248046875,19.00,24.00,-,25.10,3.00,2021-02-18T13:00:00,+07:00,Good,1
424,11778,5.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,5.00,18.10,78.60,4.00,-,1011.8999999999999772626324556767940521240234375,4.00,5.00,22.00,22.00,1.00,2021-02-18T12:00:00,+07:00,Good,1
425,12958,101.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,5.00,12.00,53.00,14.00,32.00,1024,56.00,101.00,15.00,22.00,2.00,2021-02-18T13:00:00,+07:00,Unhealthy for sensitive groups,3
426,12957,-,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,"",3.00,12.00,53.00,9.00,-,1023.5,-,-,8.00,22.00,2.30,2021-02-18T14:00:00,+07:00,No data,0
427,13015,116.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,38.00,13.00,60.00,30.00,-,1024.5,79.00,116.00,-,21.00,2.80,2021-02-18T12:00:00,+07:00,Unhealthy for sensitive groups,3
428,13018,95.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,9.00,12.00,53.00,12.00,-,1024,51.00,95.00,-,22.00,2.00,2021-02-18T12:00:00,+07:00,Moderate,2
429,13019,98.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,5.00,12.00,53.00,22.00,-,1023.5,62.00,98.00,-,22.00,2.30,2021-02-18T13:00:00,+07:00,Moderate,2
430,13026,101.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,5.00,12.00,53.00,14.00,4.00,1023.5,59.00,101.00,1.00,22.00,2.30,2021-02-18T13:00:00,+07:00,Unhealthy for sensitive groups,3
431,1584,-,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,"",4.00,18.00,63.00,1.00,36.00,1021,-,-,6.00,25.50,5.40,2021-02-18T13:00:00,+07:00,No data,0
432,1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,"",2.00,18.00,54.00,3.00,38.00,1018,-,-,4.00,28.00,10.20,2021-02-18T13:00:00,+07:00,No data,0
433,13017,114.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,13.00,13.00,60.00,20.00,-,1024.5,77.00,114.00,-,21.00,2.80,2021-02-18T12:00:00,+07:00,Unhealthy for sensitive groups,3
434,13020,84.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,6.00,12.00,53.00,8.00,-,1023.5,51.00,84.00,-,22.00,2.30,2021-02-18T13:00:00,+07:00,Moderate,2
435,13013,124.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,20.00,12.00,53.00,23.00,-,1023.5,86.00,124.00,-,22.00,2.30,2021-02-18T13:00:00,+07:00,Unhealthy for sensitive groups,3
436,13014,105.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,7.00,12.00,53.00,-,-,1023.5,57.00,105.00,-,22.00,2.30,2021-02-18T13:00:00,+07:00,Unhealthy for sensitive groups,3
437,13252,81.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,14.70,94.40,-,2.00,995.80,81.00,78.00,-,15.60,1.00,2021-02-18T09:00:00,+07:00,Moderate,2
438,8767,80.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,19.50,65.00,-,-,1012,-,80.00,-,26.50,3.30,2021-02-20T20:00:00,+07:00,Moderate,2
439,8688,125.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,13.00,53.00,-,-,1017,-,-,-,23.00,2.50,2021-02-20T20:00:00,+07:00,Unhealthy for sensitive groups,3
440,8641,165.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,13.00,53.00,5.10,11.80,1017,-,165.00,5.60,23.00,4.10,2021-02-20T20:00:00,+07:00,Unhealthy,4
441,13012,27.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,1.00,12.40,64.70,2.00,36.00,929.70,21.00,27.00,1.00,19.20,2.00,2021-02-19T16:00:00,+07:00,Good,1
442,12488,70.00,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm10,2.00,17.00,77.00,-,-,1019,70.00,41.00,-,21.00,2.50,2021-02-20T20:00:00,+07:00,Moderate,2
443,13251,116.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,16.00,11.50,46.50,73.00,1.00,1016.5,61.00,116.00,2.00,23.50,2.30,2021-02-20T19:00:00,+07:00,Unhealthy for sensitive groups,3
444,12976,121.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,3.00,13.00,53.00,8.00,24.00,1017,66.00,121.00,4.00,23.00,2.50,2021-02-20T20:00:00,+07:00,Unhealthy for sensitive groups,3
445,13250,167.00,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,30.00,15.80,67.90,6.00,2.00,1005,72.00,167.00,12.00,22.00,1.00,2021-02-20T20:00:00,+07:00,Unhealthy,4
446,5507,31.00,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,16.30,83.30,-,63.00,1004,17.00,31.00,-,19.20,1.00,2021-02-20T20:00:00,+07:00,Good,1
447,11778,8.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,6.00,16.30,83.30,12.00,-,1004,6.00,8.00,19.20,19.20,1.00,2021-02-20T19:00:00,+07:00,Good,1
448,12958,102.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,2.00,13.00,53.00,6.00,40.00,1017,63.00,102.00,4.00,23.00,2.50,2021-02-20T20:00:00,+07:00,Unhealthy for sensitive groups,3
449,12957,-,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,"",3.00,13.00,53.00,15.00,-,1017,-,-,3.00,23.00,2.50,2021-02-20T20:00:00,+07:00,No data,0
450,13015,120.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,55.00,13.00,53.00,73.00,-,1017,69.00,120.00,-,23.00,2.50,2021-02-20T19:00:00,+07:00,Unhealthy for sensitive groups,3
451,13018,110.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,7.00,11.50,46.50,39.00,-,1016.5,61.00,110.00,-,23.50,2.30,2021-02-20T19:00:00,+07:00,Unhealthy for sensitive groups,3
452,13019,126.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,9.00,11.50,46.50,33.00,-,1016.5,73.00,126.00,-,23.50,2.30,2021-02-20T19:00:00,+07:00,Unhealthy for sensitive groups,3
453,13026,100.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,3.00,11.50,46.50,21.00,2.00,1016.5,62.00,100.00,1.00,23.50,2.30,2021-02-20T19:00:00,+07:00,Moderate,2
454,1584,-,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,"",6.00,16.00,77.00,1.00,28.00,1018.5,-,-,6.00,20.00,0.20,2021-02-20T20:00:00,+07:00,No data,0
455,1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,"",2.00,18.00,69.00,4.00,35.00,1017,-,-,4.00,24.00,7.20,2021-02-20T20:00:00,+07:00,No data,0
456,13017,127.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,11.00,11.50,46.50,18.00,-,1016.5,71.00,127.00,-,23.50,2.30,2021-02-20T19:00:00,+07:00,Unhealthy for sensitive groups,3
457,13020,113.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,9.00,11.50,46.50,15.00,-,1016.5,63.00,113.00,-,23.50,2.30,2021-02-20T19:00:00,+07:00,Unhealthy for sensitive groups,3
458,13013,117.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,11.00,11.50,46.50,13.00,-,1016.5,64.00,117.00,-,23.50,2.30,2021-02-20T19:00:00,+07:00,Unhealthy for sensitive groups,3
459,13014,115.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,7.00,11.50,46.50,-,-,1016.5,61.00,115.00,-,23.50,2.30,2021-02-20T19:00:00,+07:00,Unhealthy for sensitive groups,3
460,13252,194.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm25,-,15.90,79.20,-,3.00,987.90,177.00,194.00,-,19.60,1.00,2021-02-20T20:00:00,+07:00,Unhealthy,4
461,8767,76.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,18.50,59.00,-,-,1009.5,-,76.00,-,27.00,5.40,2021-02-22T17:00:00,+07:00,Moderate,2
462,8688,151.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,17.00,64.00,-,-,1012,-,-,-,24.00,3.60,2021-02-22T17:00:00,+07:00,Unhealthy,4
463,8641,152.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,17.00,64.00,5.10,7.00,1012,-,152.00,4.10,24.00,3.60,2021-02-22T17:00:00,+07:00,Unhealthy,4
464,13012,-,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,"",1.00,11.70,93.60,1.00,37.00,926.50,25.00,31.00,2.00,12.70,2.00,2021-02-19T18:00:00,+07:00,No data,0
465,12488,55.00,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm10,2.00,18.00,67.00,-,-,1013,55.00,29.00,-,24.50,4.80,2021-02-22T17:00:00,+07:00,Moderate,2
466,13251,127.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,10.00,16.50,59.00,38.00,2.00,1012,70.00,127.00,1.00,25.00,3.00,2021-02-22T16:00:00,+07:00,Unhealthy for sensitive groups,3
467,12976,85.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,2.00,17.00,64.00,11.00,24.00,1012,63.00,85.00,4.00,24.00,3.60,2021-02-22T17:00:00,+07:00,Moderate,2
468,13250,175.00,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,31.00,17.80,55.20,6.00,2.00,998.40,65.00,175.00,85.00,27.60,2.00,2021-02-22T17:00:00,+07:00,Unhealthy,4
469,5507,17.00,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,19.20,85.20,-,36.00,999.40,9.00,17.00,-,21.80,2.00,2021-02-22T17:00:00,+07:00,Good,1
470,11778,4.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,5.00,19.20,85.20,7.00,-,999.40,3.00,4.00,21.80,21.80,2.00,2021-02-22T16:00:00,+07:00,Good,1
471,12958,60.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,2.00,17.00,64.00,4.00,31.00,1012,50.00,60.00,3.00,24.00,3.60,2021-02-22T17:00:00,+07:00,Moderate,2
472,12957,75.00,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,4.00,16.50,59.00,7.00,-,1012,50.00,75.00,1.00,25.00,3.00,2021-02-22T17:00:00,+07:00,Moderate,2
473,13015,153.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,48.00,17.00,64.00,53.00,-,1012,78.00,153.00,-,24.00,3.60,2021-02-22T16:00:00,+07:00,Unhealthy,4
474,13018,99.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,4.00,17.00,64.00,39.00,-,1012,56.00,99.00,-,24.00,3.60,2021-02-22T16:00:00,+07:00,Moderate,2
475,13019,95.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,5.00,17.00,64.00,19.00,-,1012,58.00,95.00,-,24.00,3.60,2021-02-22T16:00:00,+07:00,Moderate,2
476,13026,104.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,3.00,16.50,59.00,20.00,7.00,1012,1.00,104.00,1.00,25.00,3.00,2021-02-22T16:00:00,+07:00,Unhealthy for sensitive groups,3
477,1584,-,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,"",11.00,17.50,68.50,1.00,26.00,1013,-,-,7.00,23.50,4.30,2021-02-22T17:00:00,+07:00,No data,0
478,1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,"",2.00,18.00,65.00,1.00,37.00,1013,-,-,4.00,25.00,8.70,2021-02-22T17:00:00,+07:00,No data,0
479,13017,138.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,6.00,17.00,64.00,9.00,-,1012,73.00,138.00,-,24.00,3.60,2021-02-22T16:00:00,+07:00,Unhealthy for sensitive groups,3
480,13020,90.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,4.00,17.00,64.00,5.00,-,1012,53.00,90.00,-,24.00,3.60,2021-02-22T16:00:00,+07:00,Moderate,2
481,13013,133.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,7.00,17.00,64.00,24.00,-,1012,69.00,133.00,-,24.00,3.60,2021-02-22T16:00:00,+07:00,Unhealthy for sensitive groups,3
482,13014,99.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,6.00,17.00,64.00,-,-,1012,59.00,99.00,-,24.00,3.60,2021-02-22T16:00:00,+07:00,Moderate,2
483,13252,119.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm25,-,17.70,50.50,-,5.00,981.50,89.00,119.00,-,29.00,4.00,2021-02-22T17:00:00,+07:00,Unhealthy for sensitive groups,3
484,8767,155.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,16.00,38.00,-,-,1007,-,155.00,-,32.00,3.00,2021-02-23T15:00:00,+07:00,Unhealthy,4
485,8688,99.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,16.00,60.00,-,-,1012,-,-,-,24.00,1.50,2021-02-23T15:00:00,+07:00,Moderate,2
486,8641,124.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.20,16.00,60.00,4.60,7.40,1012,-,124.00,3.60,24.00,1.50,2021-02-23T15:00:00,+07:00,Unhealthy for sensitive groups,3
487,13012,-,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,"",1.00,11.70,93.60,1.00,37.00,926.50,25.00,31.00,2.00,12.70,2.00,2021-02-19T18:00:00,+07:00,No data,0
488,12488,24.00,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm10,2.00,17.50,61.00,-,-,1013.5,24.00,40.00,-,25.50,3.30,2021-02-23T10:00:00,+07:00,Good,1
489,13251,113.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,5.00,15.50,58.50,32.00,2.00,1012.5,66.00,113.00,1.00,24.00,1.50,2021-02-23T14:00:00,+07:00,Unhealthy for sensitive groups,3
490,12976,59.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,2.00,16.00,60.00,13.00,23.00,1012,51.00,59.00,4.00,24.00,1.50,2021-02-23T15:00:00,+07:00,Moderate,2
491,13250,40.00,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,29.00,19.80,69.90,6.00,2.00,1002,13.00,40.00,78.00,25.70,2.00,2021-02-23T15:00:00,+07:00,Good,1
492,5507,16.00,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,19.80,73.80,-,46.00,1000.799999999999954525264911353588104248046875,12.00,16.00,-,24.80,1.00,2021-02-23T14:00:00,+07:00,Good,1
493,11778,5.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,5.00,19.80,73.80,32.00,-,1000.799999999999954525264911353588104248046875,3.00,5.00,24.80,24.80,1.00,2021-02-23T14:00:00,+07:00,Good,1
